small vehicle,large vehicle,minibus,hatchback,sedan,bus,minivan,truck,van,jeep,cement mixer,dedicated agricultural vehicle,tanker,crane truck,pickup,light truck,prime mover,red,black,blue,silver/grey,white,other,yellow,green,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents
28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699,28699
18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879,18879
35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367,35367
12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622,12622
16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885,16885
37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287,37287
37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326,37326
18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166,18166
25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959,25959
13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240,13240
14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956,14956
39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696,39696
17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568,17568
11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432,11432
37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585,37585
39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595,39595
34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850,34850
13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325,13325
31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819,31819
15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901,15901
32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918,32918
35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031,35031
34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775,34775
17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133,17133
13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063,13063
26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022,26022
13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242,13242
14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458,14458
33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449,33449
37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743,37743
25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646,25646
21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123,21123
17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049,17049
28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734,28734
18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700,18700
36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363,36363
35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843,35843
15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345,15345
22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115,22115
10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358,10358
34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781,34781
14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802,14802
29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017,29017
14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475,14475
12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380,12380
15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718,15718
38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013,38013
17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195,17195
12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987,12987
27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369,27369
21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107,21107
11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720,11720
27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336,27336
33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376,33376
30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220,30220
20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279,20279
37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868,37868
25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497,25497
13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327,13327
14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692,14692
35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710,35710
28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789,28789
33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514,33514
25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582,25582
36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067,36067
38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808,38808
10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535,10535
24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523,24523
19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109,19109
26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338,26338
33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273,33273
16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905,16905
15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106,15106
29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229,29229
15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857,15857
21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732,21732
12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384,12384
26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093
15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739,15739
20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215,20215
22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704,22704
30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696,30696
37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605,37605
28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362,28362
28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448,28448
14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228,14228
19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916,19916
17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950,17950
24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928,24928
37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963,37963
12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663,12663
25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526,25526
18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466,18466
10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148,10148
18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259,18259
27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936,27936
13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298,13298
22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524,22524
33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864,33864
31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496,31496
29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783,29783
38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512,38512
15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249,15249
38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157,38157
17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055,17055
36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585
10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672
26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937,26937
20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884
24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930,24930
32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595,32595
22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098,22098
38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643,38643
19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650,19650
30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096
33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908,33908
37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482,37482
16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860,16860
26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879,26879
36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708
39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265,39265
31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260,31260
12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079,12079
27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263,27263
